"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1192","Изменение Bio пользователя","chromium","Tue Dec 17 18:20:48 GMT 2024","passed","Tue Dec 17 18:20:50 GMT 2024","Тесты на профиль пользователя","","",""
"","920","Добавление фото пользователя","chromium","Tue Dec 17 18:20:50 GMT 2024","passed","Tue Dec 17 18:20:51 GMT 2024","Тесты на профиль пользователя","","",""
"","831","Успешный выход из системы","chromium","Tue Dec 17 18:20:53 GMT 2024","passed","Tue Dec 17 18:20:54 GMT 2024","Тесты на профиль пользователя","","",""
"","104","PUT /posts/1","api","Tue Dec 17 18:21:00 GMT 2024","passed","Tue Dec 17 18:21:00 GMT 2024","Функциональные API тесты","","",""
"","53","DELETE /posts/1","api","Tue Dec 17 18:21:00 GMT 2024","passed","Tue Dec 17 18:21:00 GMT 2024","Функциональные API тесты","","",""
"","1179","Редактирование текста статьи","chromium","Tue Dec 17 18:20:56 GMT 2024","passed","Tue Dec 17 18:20:58 GMT 2024","Тесты на статьи пользователя","","",""
"","1096","Публикация статьи пользователем","chromium","Tue Dec 17 18:20:54 GMT 2024","passed","Tue Dec 17 18:20:55 GMT 2024","Тесты на статьи пользователя","","",""
"","1178","Проверка невозможности редактирования тега","chromium","Tue Dec 17 18:20:58 GMT 2024","passed","Tue Dec 17 18:20:59 GMT 2024","Тесты на статьи пользователя","","",""
"","1192","Редактирование названия статьи","chromium","Tue Dec 17 18:20:55 GMT 2024","passed","Tue Dec 17 18:20:56 GMT 2024","Тесты на статьи пользователя","","",""
"","861","Изменение email пользователя","chromium","Tue Dec 17 18:20:51 GMT 2024","passed","Tue Dec 17 18:20:52 GMT 2024","Тесты на профиль пользователя","","",""
"","53","POST /comments","api","Tue Dec 17 18:21:00 GMT 2024","passed","Tue Dec 17 18:21:00 GMT 2024","Функциональные API тесты","","",""
"","174","GET /posts","api","Tue Dec 17 18:20:59 GMT 2024","passed","Tue Dec 17 18:21:00 GMT 2024","Функциональные API тесты","","",""
"","893","Изменение имени пользователя","chromium","Tue Dec 17 18:20:51 GMT 2024","passed","Tue Dec 17 18:20:51 GMT 2024","Тесты на профиль пользователя","","",""
"","32","GET /comments","api","Tue Dec 17 18:21:00 GMT 2024","passed","Tue Dec 17 18:21:00 GMT 2024","Функциональные API тесты","","",""
"","103","POST /posts","api","Tue Dec 17 18:21:00 GMT 2024","passed","Tue Dec 17 18:21:00 GMT 2024","Функциональные API тесты","","",""
"","998","Успешная авторизация пользователя","chromium","Tue Dec 17 18:20:52 GMT 2024","passed","Tue Dec 17 18:20:53 GMT 2024","Тесты на профиль пользователя","","",""
