"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","696","Успешный выход из системы","chromium","Tue Dec 17 19:15:14 GMT 2024","passed","Tue Dec 17 19:15:14 GMT 2024","Тесты на профиль пользователя","","",""
"","1313","Изменение Bio пользователя","chromium","Tue Dec 17 19:15:09 GMT 2024","passed","Tue Dec 17 19:15:10 GMT 2024","Тесты на профиль пользователя","","",""
"","915","Успешная авторизация пользователя","chromium","Tue Dec 17 19:15:13 GMT 2024","passed","Tue Dec 17 19:15:14 GMT 2024","Тесты на профиль пользователя","","",""
"","34","GET /comments","api","Tue Dec 17 19:15:19 GMT 2024","passed","Tue Dec 17 19:15:19 GMT 2024","Функциональные API тесты","","",""
"","794","Изменение имени пользователя","chromium","Tue Dec 17 19:15:11 GMT 2024","passed","Tue Dec 17 19:15:12 GMT 2024","Тесты на профиль пользователя","","",""
"","32","DELETE /posts/1","api","Tue Dec 17 19:15:19 GMT 2024","passed","Tue Dec 17 19:15:20 GMT 2024","Функциональные API тесты","","",""
"","1131","Редактирование названия статьи","chromium","Tue Dec 17 19:15:15 GMT 2024","passed","Tue Dec 17 19:15:16 GMT 2024","Тесты на статьи пользователя","","",""
"","45","PUT /posts/1","api","Tue Dec 17 19:15:19 GMT 2024","passed","Tue Dec 17 19:15:19 GMT 2024","Функциональные API тесты","","",""
"","925","Публикация статьи пользователем","chromium","Tue Dec 17 19:15:14 GMT 2024","passed","Tue Dec 17 19:15:15 GMT 2024","Тесты на статьи пользователя","","",""
"","159","GET /posts","api","Tue Dec 17 19:15:19 GMT 2024","passed","Tue Dec 17 19:15:19 GMT 2024","Функциональные API тесты","","",""
"","835","Добавление фото пользователя","chromium","Tue Dec 17 19:15:10 GMT 2024","passed","Tue Dec 17 19:15:11 GMT 2024","Тесты на профиль пользователя","","",""
"","40","POST /comments","api","Tue Dec 17 19:15:19 GMT 2024","passed","Tue Dec 17 19:15:19 GMT 2024","Функциональные API тесты","","",""
"","55","POST /posts","api","Tue Dec 17 19:15:19 GMT 2024","passed","Tue Dec 17 19:15:19 GMT 2024","Функциональные API тесты","","",""
"","794","Изменение email пользователя","chromium","Tue Dec 17 19:15:12 GMT 2024","passed","Tue Dec 17 19:15:13 GMT 2024","Тесты на профиль пользователя","","",""
"","1096","Редактирование текста статьи","chromium","Tue Dec 17 19:15:16 GMT 2024","passed","Tue Dec 17 19:15:17 GMT 2024","Тесты на статьи пользователя","","",""
"","1080","Проверка невозможности редактирования тега","chromium","Tue Dec 17 19:15:17 GMT 2024","passed","Tue Dec 17 19:15:19 GMT 2024","Тесты на статьи пользователя","","",""
