"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1391","Пользователь может изменить bio","chromium","Sat Dec 14 16:57:57 GMT 2024","passed","Sat Dec 14 16:57:59 GMT 2024","Тесты на профиль пользователя","","",""
"","768","Пользователь может добавить фото","chromium","Sat Dec 14 16:57:59 GMT 2024","passed","Sat Dec 14 16:58:00 GMT 2024","Тесты на профиль пользователя","","",""
"","1078","Пользователь редактирует текст статьи","chromium","Sat Dec 14 16:58:08 GMT 2024","passed","Sat Dec 14 16:58:09 GMT 2024","Тесты на статьи пользователя","","",""
"","953","Пользователь публикует статью","chromium","Sat Dec 14 16:58:06 GMT 2024","passed","Sat Dec 14 16:58:07 GMT 2024","Тесты на статьи пользователя","","",""
"","1118","Пользователь редактирует текст статьи","chromium","Sat Dec 14 16:58:03 GMT 2024","passed","Sat Dec 14 16:58:04 GMT 2024","Тесты на статьи пользователя","","",""
"","759","Пользователь может изменить email","chromium","Sat Dec 14 16:58:00 GMT 2024","passed","Sat Dec 14 16:58:01 GMT 2024","Тесты на профиль пользователя","","",""
"","1133","Пользователь редактирует название статьи","chromium","Sat Dec 14 16:58:07 GMT 2024","passed","Sat Dec 14 16:58:08 GMT 2024","Тесты на статьи пользователя","","",""
"","1112","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Sat Dec 14 16:58:09 GMT 2024","passed","Sat Dec 14 16:58:10 GMT 2024","Тесты на статьи пользователя","","",""
"","1092","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Sat Dec 14 16:58:04 GMT 2024","passed","Sat Dec 14 16:58:06 GMT 2024","Тесты на статьи пользователя","","",""
"","1147","Пользователь редактирует название статьи","chromium","Sat Dec 14 16:58:02 GMT 2024","passed","Sat Dec 14 16:58:03 GMT 2024","Тесты на статьи пользователя","","",""
"","946","Пользователь публикует статью","chromium","Sat Dec 14 16:58:01 GMT 2024","passed","Sat Dec 14 16:58:02 GMT 2024","Тесты на статьи пользователя","","",""
"","760","Пользователь может изменить имя","chromium","Sat Dec 14 16:58:00 GMT 2024","passed","Sat Dec 14 16:58:00 GMT 2024","Тесты на профиль пользователя","","",""
"","742","Пользователь может изменить bio. Page Object - junior version","chromium","Sat Dec 14 16:58:10 GMT 2024","passed","Sat Dec 14 16:58:11 GMT 2024","Builder ","","",""
