"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","159","GET /posts","chromium","Tue Dec 17 17:33:39 GMT 2024","passed","Tue Dec 17 17:33:39 GMT 2024","Функциональные API тесты","","",""
"","28","DELETE /posts/1","chromium","Tue Dec 17 17:33:39 GMT 2024","passed","Tue Dec 17 17:33:39 GMT 2024","Функциональные API тесты","","",""
"","29","GET /comments","chromium","Tue Dec 17 17:33:39 GMT 2024","passed","Tue Dec 17 17:33:39 GMT 2024","Функциональные API тесты","","",""
"","1060","Проверка невозможности редактирования тега","chromium","Tue Dec 17 17:33:38 GMT 2024","passed","Tue Dec 17 17:33:39 GMT 2024","Тесты на статьи пользователя","","",""
"","965","Успешная авторизация пользователя","chromium","Tue Dec 17 17:33:33 GMT 2024","passed","Tue Dec 17 17:33:34 GMT 2024","Тесты на профиль пользователя","","",""
"","1103","Пользователь редактирует название статьи","chromium","Tue Dec 17 17:33:45 GMT 2024","passed","Tue Dec 17 17:33:46 GMT 2024","Тесты на статьи пользователя","","",""
"","52","POST /posts","api","Tue Dec 17 17:33:49 GMT 2024","passed","Tue Dec 17 17:33:49 GMT 2024","Функциональные API тесты","","",""
"","39","POST /comments","api","Tue Dec 17 17:33:49 GMT 2024","passed","Tue Dec 17 17:33:49 GMT 2024","Функциональные API тесты","","",""
"","759","Пользователь может изменить email","chromium","Tue Dec 17 17:33:42 GMT 2024","passed","Tue Dec 17 17:33:43 GMT 2024","Тесты на профиль пользователя","","",""
"","32","GET /comments","api","Tue Dec 17 17:33:49 GMT 2024","passed","Tue Dec 17 17:33:49 GMT 2024","Функциональные API тесты","","",""
"","45","PUT /posts/1","chromium","Tue Dec 17 17:33:39 GMT 2024","passed","Tue Dec 17 17:33:39 GMT 2024","Функциональные API тесты","","",""
"","766","Пользователь может добавить фото","chromium","Tue Dec 17 17:33:40 GMT 2024","passed","Tue Dec 17 17:33:41 GMT 2024","Тесты на профиль пользователя","","",""
"","662","Изменение email пользователя","chromium","Tue Dec 17 17:33:32 GMT 2024","passed","Tue Dec 17 17:33:33 GMT 2024","Тесты на профиль пользователя","","",""
"","33","DELETE /posts/1","api","Tue Dec 17 17:33:49 GMT 2024","passed","Tue Dec 17 17:33:49 GMT 2024","Функциональные API тесты","","",""
"","711","Пользователь может успешно выйти из системы","chromium","Tue Dec 17 17:33:43 GMT 2024","passed","Tue Dec 17 17:33:44 GMT 2024","Тесты на профиль пользователя","","",""
"","778","Пользователь может изменить Bio","chromium","Tue Dec 17 17:33:39 GMT 2024","passed","Tue Dec 17 17:33:40 GMT 2024","Тесты на профиль пользователя","","",""
"","901","Пользователь может успешно авторизоваться","chromium","Tue Dec 17 17:33:43 GMT 2024","passed","Tue Dec 17 17:33:43 GMT 2024","Тесты на профиль пользователя","","",""
"","1143","Изменение Bio пользователя","chromium","Tue Dec 17 17:33:30 GMT 2024","passed","Tue Dec 17 17:33:31 GMT 2024","Тесты на профиль пользователя","","",""
"","1098","Пользователь редактирует текст статьи","chromium","Tue Dec 17 17:33:46 GMT 2024","passed","Tue Dec 17 17:33:47 GMT 2024","Тесты на статьи пользователя","","",""
"","693","Изменение имени пользователя","chromium","Tue Dec 17 17:33:32 GMT 2024","passed","Tue Dec 17 17:33:32 GMT 2024","Тесты на профиль пользователя","","",""
"","37","PUT /posts/1","api","Tue Dec 17 17:33:49 GMT 2024","passed","Tue Dec 17 17:33:49 GMT 2024","Функциональные API тесты","","",""
"","1048","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Tue Dec 17 17:33:47 GMT 2024","passed","Tue Dec 17 17:33:48 GMT 2024","Тесты на статьи пользователя","","",""
"","1126","Редактирование названия статьи","chromium","Tue Dec 17 17:33:36 GMT 2024","passed","Tue Dec 17 17:33:37 GMT 2024","Тесты на статьи пользователя","","",""
"","996","Публикация статьи пользователем","chromium","Tue Dec 17 17:33:35 GMT 2024","passed","Tue Dec 17 17:33:36 GMT 2024","Тесты на статьи пользователя","","",""
"","760","Добавление фото пользователя","chromium","Tue Dec 17 17:33:31 GMT 2024","passed","Tue Dec 17 17:33:32 GMT 2024","Тесты на профиль пользователя","","",""
"","46","POST /posts","chromium","Tue Dec 17 17:33:39 GMT 2024","passed","Tue Dec 17 17:33:39 GMT 2024","Функциональные API тесты","","",""
"","698","Успешный выход из системы","chromium","Tue Dec 17 17:33:34 GMT 2024","passed","Tue Dec 17 17:33:35 GMT 2024","Тесты на профиль пользователя","","",""
"","34","POST /comments","chromium","Tue Dec 17 17:33:39 GMT 2024","passed","Tue Dec 17 17:33:39 GMT 2024","Функциональные API тесты","","",""
"","1128","Редактирование текста статьи","chromium","Tue Dec 17 17:33:37 GMT 2024","passed","Tue Dec 17 17:33:38 GMT 2024","Тесты на статьи пользователя","","",""
"","795","Пользователь может изменить имя","chromium","Tue Dec 17 17:33:41 GMT 2024","passed","Tue Dec 17 17:33:42 GMT 2024","Тесты на профиль пользователя","","",""
"","956","Пользователь публикует статью","chromium","Tue Dec 17 17:33:44 GMT 2024","passed","Tue Dec 17 17:33:45 GMT 2024","Тесты на статьи пользователя","","",""
"","112","GET /posts","api","Tue Dec 17 17:33:49 GMT 2024","passed","Tue Dec 17 17:33:49 GMT 2024","Функциональные API тесты","","",""
