"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27","GET /comments","api","Tue Dec 17 20:44:01 GMT 2024","passed","Tue Dec 17 20:44:01 GMT 2024","Функциональные API тесты","","",""
"","28","DELETE /posts/1","api","Tue Dec 17 20:44:02 GMT 2024","passed","Tue Dec 17 20:44:02 GMT 2024","Функциональные API тесты","","",""
"","697","Успешный выход из системы","chromium","Tue Dec 17 20:43:56 GMT 2024","passed","Tue Dec 17 20:43:56 GMT 2024","Тесты на профиль пользователя","","",""
"","2686","Изменение Bio пользователя","chromium","Tue Dec 17 20:43:49 GMT 2024","passed","Tue Dec 17 20:43:52 GMT 2024","Тесты на профиль пользователя","","",""
"","1010","Публикация статьи пользователем","chromium","Tue Dec 17 20:43:56 GMT 2024","passed","Tue Dec 17 20:43:57 GMT 2024","Тесты на статьи пользователя","","",""
"","1163","Редактирование текста статьи","chromium","Tue Dec 17 20:43:59 GMT 2024","passed","Tue Dec 17 20:44:00 GMT 2024","Тесты на статьи пользователя","","",""
"","45","POST /comments","api","Tue Dec 17 20:44:02 GMT 2024","passed","Tue Dec 17 20:44:02 GMT 2024","Функциональные API тесты","","",""
"","42","POST /posts","api","Tue Dec 17 20:44:01 GMT 2024","passed","Tue Dec 17 20:44:01 GMT 2024","Функциональные API тесты","","",""
"","884","Добавление фото пользователя","chromium","Tue Dec 17 20:43:52 GMT 2024","passed","Tue Dec 17 20:43:53 GMT 2024","Тесты на профиль пользователя","","",""
"","127","PUT /posts/1","api","Tue Dec 17 20:44:02 GMT 2024","passed","Tue Dec 17 20:44:02 GMT 2024","Функциональные API тесты","","",""
"","795","Изменение email пользователя","chromium","Tue Dec 17 20:43:54 GMT 2024","passed","Tue Dec 17 20:43:55 GMT 2024","Тесты на профиль пользователя","","",""
"","1110","Редактирование названия статьи","chromium","Tue Dec 17 20:43:57 GMT 2024","passed","Tue Dec 17 20:43:58 GMT 2024","Тесты на статьи пользователя","","",""
"","932","Успешная авторизация пользователя","chromium","Tue Dec 17 20:43:55 GMT 2024","passed","Tue Dec 17 20:43:56 GMT 2024","Тесты на профиль пользователя","","",""
"","811","Изменение имени пользователя","chromium","Tue Dec 17 20:43:53 GMT 2024","passed","Tue Dec 17 20:43:54 GMT 2024","Тесты на профиль пользователя","","",""
"","102","GET /posts","api","Tue Dec 17 20:44:01 GMT 2024","passed","Tue Dec 17 20:44:01 GMT 2024","Функциональные API тесты","","",""
"","1030","Проверка невозможности редактирования тега","chromium","Tue Dec 17 20:44:00 GMT 2024","passed","Tue Dec 17 20:44:01 GMT 2024","Тесты на статьи пользователя","","",""
