"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49","PUT /posts/1","api","Tue Dec 17 18:11:34 GMT 2024","passed","Tue Dec 17 18:11:34 GMT 2024","Функциональные API тесты","","",""
"","1114","Проверка невозможности редактирования тега","chromium","Tue Dec 17 18:11:32 GMT 2024","passed","Tue Dec 17 18:11:33 GMT 2024","Тесты на статьи пользователя","","",""
"","1180","Редактирование названия статьи","chromium","Tue Dec 17 18:11:30 GMT 2024","passed","Tue Dec 17 18:11:31 GMT 2024","Тесты на статьи пользователя","","",""
"","1145","Редактирование текста статьи","chromium","Tue Dec 17 18:11:31 GMT 2024","passed","Tue Dec 17 18:11:32 GMT 2024","Тесты на статьи пользователя","","",""
"","135","GET /posts","api","Tue Dec 17 18:11:34 GMT 2024","passed","Tue Dec 17 18:11:34 GMT 2024","Функциональные API тесты","","",""
"","763","Успешный выход из системы","chromium","Tue Dec 17 18:11:28 GMT 2024","passed","Tue Dec 17 18:11:29 GMT 2024","Тесты на профиль пользователя","","",""
"","1045","Публикация статьи пользователем","chromium","Tue Dec 17 18:11:29 GMT 2024","passed","Tue Dec 17 18:11:30 GMT 2024","Тесты на статьи пользователя","","",""
"","812","Изменение email пользователя","chromium","Tue Dec 17 18:11:26 GMT 2024","passed","Tue Dec 17 18:11:27 GMT 2024","Тесты на профиль пользователя","","",""
"","948","Успешная авторизация пользователя","chromium","Tue Dec 17 18:11:27 GMT 2024","passed","Tue Dec 17 18:11:28 GMT 2024","Тесты на профиль пользователя","","",""
"","40","DELETE /posts/1","api","Tue Dec 17 18:11:34 GMT 2024","passed","Tue Dec 17 18:11:34 GMT 2024","Функциональные API тесты","","",""
"","39","POST /comments","api","Tue Dec 17 18:11:34 GMT 2024","passed","Tue Dec 17 18:11:34 GMT 2024","Функциональные API тесты","","",""
"","42","POST /posts","api","Tue Dec 17 18:11:34 GMT 2024","passed","Tue Dec 17 18:11:34 GMT 2024","Функциональные API тесты","","",""
"","4621","Изменение Bio пользователя","chromium","Tue Dec 17 18:11:20 GMT 2024","passed","Tue Dec 17 18:11:24 GMT 2024","Тесты на профиль пользователя","","",""
"","761","Изменение имени пользователя","chromium","Tue Dec 17 18:11:26 GMT 2024","passed","Tue Dec 17 18:11:26 GMT 2024","Тесты на профиль пользователя","","",""
"","34","GET /comments","api","Tue Dec 17 18:11:34 GMT 2024","passed","Tue Dec 17 18:11:34 GMT 2024","Функциональные API тесты","","",""
"","841","Добавление фото пользователя","chromium","Tue Dec 17 18:11:25 GMT 2024","passed","Tue Dec 17 18:11:26 GMT 2024","Тесты на профиль пользователя","","",""
