"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","POST /comments","api","Tue Dec 17 20:48:26 GMT 2024","passed","Tue Dec 17 20:48:26 GMT 2024","Функциональные API тесты","","",""
"","47","POST /posts","api","Tue Dec 17 20:48:26 GMT 2024","passed","Tue Dec 17 20:48:26 GMT 2024","Функциональные API тесты","","",""
"","28","DELETE /posts/1","api","Tue Dec 17 20:48:26 GMT 2024","passed","Tue Dec 17 20:48:27 GMT 2024","Функциональные API тесты","","",""
"","426","PUT /posts/1","api","Tue Dec 17 20:48:26 GMT 2024","passed","Tue Dec 17 20:48:26 GMT 2024","Функциональные API тесты","","",""
"","134","GET /posts","api","Tue Dec 17 20:48:26 GMT 2024","passed","Tue Dec 17 20:48:26 GMT 2024","Функциональные API тесты","","",""
"","1007","Изменение Bio пользователя","chromium","Tue Dec 17 20:48:16 GMT 2024","passed","Tue Dec 17 20:48:17 GMT 2024","Тесты на профиль пользователя","","",""
"","902","Публикация статьи пользователем","chromium","Tue Dec 17 20:48:21 GMT 2024","passed","Tue Dec 17 20:48:22 GMT 2024","Тесты на статьи пользователя","","",""
"","613","Успешный выход из системы","chromium","Tue Dec 17 20:48:20 GMT 2024","passed","Tue Dec 17 20:48:21 GMT 2024","Тесты на профиль пользователя","","",""
"","28","GET /comments","api","Tue Dec 17 20:48:26 GMT 2024","passed","Tue Dec 17 20:48:26 GMT 2024","Функциональные API тесты","","",""
"","1110","Проверка невозможности редактирования тега","chromium","Tue Dec 17 20:48:24 GMT 2024","passed","Tue Dec 17 20:48:25 GMT 2024","Тесты на статьи пользователя","","",""
"","777","Изменение имени пользователя","chromium","Tue Dec 17 20:48:18 GMT 2024","passed","Tue Dec 17 20:48:19 GMT 2024","Тесты на профиль пользователя","","",""
"","762","Изменение email пользователя","chromium","Tue Dec 17 20:48:19 GMT 2024","passed","Tue Dec 17 20:48:19 GMT 2024","Тесты на профиль пользователя","","",""
"","808","Добавление фото пользователя","chromium","Tue Dec 17 20:48:17 GMT 2024","passed","Tue Dec 17 20:48:18 GMT 2024","Тесты на профиль пользователя","","",""
"","897","Успешная авторизация пользователя","chromium","Tue Dec 17 20:48:19 GMT 2024","passed","Tue Dec 17 20:48:20 GMT 2024","Тесты на профиль пользователя","","",""
"","1128","Редактирование названия статьи","chromium","Tue Dec 17 20:48:22 GMT 2024","passed","Tue Dec 17 20:48:23 GMT 2024","Тесты на статьи пользователя","","",""
"","1149","Редактирование текста статьи","chromium","Tue Dec 17 20:48:23 GMT 2024","passed","Tue Dec 17 20:48:24 GMT 2024","Тесты на статьи пользователя","","",""
