"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","62","POST /posts","api","Tue Dec 17 19:40:12 GMT 2024","passed","Tue Dec 17 19:40:12 GMT 2024","Функциональные API тесты","","",""
"","749","Успешный выход из системы","chromium","Tue Dec 17 19:40:06 GMT 2024","passed","Tue Dec 17 19:40:06 GMT 2024","Тесты на профиль пользователя","","",""
"","40","POST /comments","api","Tue Dec 17 19:40:12 GMT 2024","passed","Tue Dec 17 19:40:12 GMT 2024","Функциональные API тесты","","",""
"","862","Добавление фото пользователя","chromium","Tue Dec 17 19:40:02 GMT 2024","passed","Tue Dec 17 19:40:03 GMT 2024","Тесты на профиль пользователя","","",""
"","828","Изменение имени пользователя","chromium","Tue Dec 17 19:40:03 GMT 2024","passed","Tue Dec 17 19:40:04 GMT 2024","Тесты на профиль пользователя","","",""
"","50","PUT /posts/1","api","Tue Dec 17 19:40:12 GMT 2024","passed","Tue Dec 17 19:40:12 GMT 2024","Функциональные API тесты","","",""
"","33","GET /comments","api","Tue Dec 17 19:40:12 GMT 2024","passed","Tue Dec 17 19:40:12 GMT 2024","Функциональные API тесты","","",""
"","201","GET /posts","api","Tue Dec 17 19:40:12 GMT 2024","passed","Tue Dec 17 19:40:12 GMT 2024","Функциональные API тесты","","",""
"","963","Изменение Bio пользователя","chromium","Tue Dec 17 19:40:01 GMT 2024","passed","Tue Dec 17 19:40:02 GMT 2024","Тесты на профиль пользователя","","",""
"","1209","Редактирование названия статьи","chromium","Tue Dec 17 19:40:07 GMT 2024","passed","Tue Dec 17 19:40:09 GMT 2024","Тесты на статьи пользователя","","",""
"","958","Публикация статьи пользователем","chromium","Tue Dec 17 19:40:06 GMT 2024","passed","Tue Dec 17 19:40:07 GMT 2024","Тесты на статьи пользователя","","",""
"","980","Успешная авторизация пользователя","chromium","Tue Dec 17 19:40:05 GMT 2024","passed","Tue Dec 17 19:40:06 GMT 2024","Тесты на профиль пользователя","","",""
"","35","DELETE /posts/1","api","Tue Dec 17 19:40:12 GMT 2024","passed","Tue Dec 17 19:40:12 GMT 2024","Функциональные API тесты","","",""
"","1176","Редактирование текста статьи","chromium","Tue Dec 17 19:40:09 GMT 2024","passed","Tue Dec 17 19:40:10 GMT 2024","Тесты на статьи пользователя","","",""
"","1092","Проверка невозможности редактирования тега","chromium","Tue Dec 17 19:40:10 GMT 2024","passed","Tue Dec 17 19:40:11 GMT 2024","Тесты на статьи пользователя","","",""
"","861","Изменение email пользователя","chromium","Tue Dec 17 19:40:04 GMT 2024","passed","Tue Dec 17 19:40:05 GMT 2024","Тесты на профиль пользователя","","",""
