"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1013","Проверка невозможности редактирования тега","chromium","Tue Dec 17 19:53:28 GMT 2024","passed","Tue Dec 17 19:53:29 GMT 2024","Тесты на статьи пользователя","","",""
"","53","POST /posts","api","Tue Dec 17 19:53:30 GMT 2024","passed","Tue Dec 17 19:53:30 GMT 2024","Функциональные API тесты","","",""
"","744","Изменение email пользователя","chromium","Tue Dec 17 19:53:22 GMT 2024","passed","Tue Dec 17 19:53:23 GMT 2024","Тесты на профиль пользователя","","",""
"","1146","Изменение Bio пользователя","chromium","Tue Dec 17 19:53:19 GMT 2024","passed","Tue Dec 17 19:53:21 GMT 2024","Тесты на профиль пользователя","","",""
"","1159","Редактирование текста статьи","chromium","Tue Dec 17 19:53:27 GMT 2024","passed","Tue Dec 17 19:53:28 GMT 2024","Тесты на статьи пользователя","","",""
"","39","DELETE /posts/1","api","Tue Dec 17 19:53:30 GMT 2024","passed","Tue Dec 17 19:53:30 GMT 2024","Функциональные API тесты","","",""
"","180","GET /posts","api","Tue Dec 17 19:53:30 GMT 2024","passed","Tue Dec 17 19:53:30 GMT 2024","Функциональные API тесты","","",""
"","56","POST /comments","api","Tue Dec 17 19:53:30 GMT 2024","passed","Tue Dec 17 19:53:30 GMT 2024","Функциональные API тесты","","",""
"","1130","Редактирование названия статьи","chromium","Tue Dec 17 19:53:26 GMT 2024","passed","Tue Dec 17 19:53:27 GMT 2024","Тесты на статьи пользователя","","",""
"","729","Изменение имени пользователя","chromium","Tue Dec 17 19:53:22 GMT 2024","passed","Tue Dec 17 19:53:22 GMT 2024","Тесты на профиль пользователя","","",""
"","695","Добавление фото пользователя","chromium","Tue Dec 17 19:53:21 GMT 2024","passed","Tue Dec 17 19:53:22 GMT 2024","Тесты на профиль пользователя","","",""
"","1038","Публикация статьи пользователем","chromium","Tue Dec 17 19:53:25 GMT 2024","passed","Tue Dec 17 19:53:26 GMT 2024","Тесты на статьи пользователя","","",""
"","713","Успешный выход из системы","chromium","Tue Dec 17 19:53:24 GMT 2024","passed","Tue Dec 17 19:53:25 GMT 2024","Тесты на профиль пользователя","","",""
"","53","PUT /posts/1","api","Tue Dec 17 19:53:30 GMT 2024","passed","Tue Dec 17 19:53:30 GMT 2024","Функциональные API тесты","","",""
"","934","Успешная авторизация пользователя","chromium","Tue Dec 17 19:53:23 GMT 2024","passed","Tue Dec 17 19:53:24 GMT 2024","Тесты на профиль пользователя","","",""
"","38","GET /comments","api","Tue Dec 17 19:53:30 GMT 2024","passed","Tue Dec 17 19:53:30 GMT 2024","Функциональные API тесты","","",""
