"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1295","Пользователь редактирует название статьи","chromium","Sat Dec 14 16:52:54 GMT 2024","passed","Sat Dec 14 16:52:56 GMT 2024","Тесты на статьи пользователя","","",""
"","1310","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Sat Dec 14 16:52:57 GMT 2024","passed","Sat Dec 14 16:52:58 GMT 2024","Тесты на статьи пользователя","","",""
"","1279","Пользователь редактирует название статьи","chromium","Sat Dec 14 16:52:49 GMT 2024","passed","Sat Dec 14 16:52:51 GMT 2024","Тесты на статьи пользователя","","",""
"","876","Пользователь может добавить фото","chromium","Sat Dec 14 16:52:46 GMT 2024","passed","Sat Dec 14 16:52:47 GMT 2024","Тесты на профиль пользователя","","",""
"","823","Пользователь может изменить email","chromium","Sat Dec 14 16:52:48 GMT 2024","passed","Sat Dec 14 16:52:48 GMT 2024","Тесты на профиль пользователя","","",""
"","1388","Пользователь может изменить bio","chromium","Sat Dec 14 16:52:44 GMT 2024","passed","Sat Dec 14 16:52:46 GMT 2024","Тесты на профиль пользователя","","",""
"","849","Пользователь может изменить имя","chromium","Sat Dec 14 16:52:47 GMT 2024","passed","Sat Dec 14 16:52:48 GMT 2024","Тесты на профиль пользователя","","",""
"","1258","Пользователь редактирует текст статьи","chromium","Sat Dec 14 16:52:56 GMT 2024","passed","Sat Dec 14 16:52:57 GMT 2024","Тесты на статьи пользователя","","",""
"","1033","Пользователь публикует статью","chromium","Sat Dec 14 16:52:48 GMT 2024","passed","Sat Dec 14 16:52:49 GMT 2024","Тесты на статьи пользователя","","",""
"","1022","Пользователь публикует статью","chromium","Sat Dec 14 16:52:53 GMT 2024","passed","Sat Dec 14 16:52:54 GMT 2024","Тесты на статьи пользователя","","",""
"","752","Пользователь может изменить bio. Page Object - junior version","chromium","Sat Dec 14 16:52:58 GMT 2024","passed","Sat Dec 14 16:52:59 GMT 2024","Builder ","","",""
"","1306","Пользователь редактирует текст статьи","chromium","Sat Dec 14 16:52:51 GMT 2024","passed","Sat Dec 14 16:52:52 GMT 2024","Тесты на статьи пользователя","","",""
"","1217","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Sat Dec 14 16:52:52 GMT 2024","passed","Sat Dec 14 16:52:53 GMT 2024","Тесты на статьи пользователя","","",""
