"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1191","Публикация статьи пользователем","chromium","Tue Dec 17 20:29:12 GMT 2024","passed","Tue Dec 17 20:29:13 GMT 2024","Тесты на статьи пользователя","","",""
"","1252","Успешная авторизация пользователя","chromium","Tue Dec 17 20:29:10 GMT 2024","passed","Tue Dec 17 20:29:11 GMT 2024","Тесты на профиль пользователя","","",""
"","811","Успешный выход из системы","chromium","Tue Dec 17 20:29:11 GMT 2024","passed","Tue Dec 17 20:29:12 GMT 2024","Тесты на профиль пользователя","","",""
"","1328","Редактирование текста статьи","chromium","Tue Dec 17 20:29:15 GMT 2024","passed","Tue Dec 17 20:29:16 GMT 2024","Тесты на статьи пользователя","","",""
"","137","PUT /posts/1","api","Tue Dec 17 20:29:18 GMT 2024","passed","Tue Dec 17 20:29:18 GMT 2024","Функциональные API тесты","","",""
"","1295","Проверка невозможности редактирования тега","chromium","Tue Dec 17 20:29:16 GMT 2024","passed","Tue Dec 17 20:29:17 GMT 2024","Тесты на статьи пользователя","","",""
"","96","GET /posts","api","Tue Dec 17 20:29:18 GMT 2024","passed","Tue Dec 17 20:29:18 GMT 2024","Функциональные API тесты","","",""
"","943","Изменение имени пользователя","chromium","Tue Dec 17 20:29:08 GMT 2024","passed","Tue Dec 17 20:29:09 GMT 2024","Тесты на профиль пользователя","","",""
"","1411","Изменение Bio пользователя","chromium","Tue Dec 17 20:29:06 GMT 2024","passed","Tue Dec 17 20:29:07 GMT 2024","Тесты на профиль пользователя","","",""
"","944","Изменение email пользователя","chromium","Tue Dec 17 20:29:09 GMT 2024","passed","Tue Dec 17 20:29:10 GMT 2024","Тесты на профиль пользователя","","",""
"","934","Добавление фото пользователя","chromium","Tue Dec 17 20:29:07 GMT 2024","passed","Tue Dec 17 20:29:08 GMT 2024","Тесты на профиль пользователя","","",""
"","116","POST /posts","api","Tue Dec 17 20:29:18 GMT 2024","passed","Tue Dec 17 20:29:18 GMT 2024","Функциональные API тесты","","",""
"","52","DELETE /posts/1","api","Tue Dec 17 20:29:18 GMT 2024","passed","Tue Dec 17 20:29:19 GMT 2024","Функциональные API тесты","","",""
"","58","POST /comments","api","Tue Dec 17 20:29:18 GMT 2024","passed","Tue Dec 17 20:29:18 GMT 2024","Функциональные API тесты","","",""
"","1310","Редактирование названия статьи","chromium","Tue Dec 17 20:29:13 GMT 2024","passed","Tue Dec 17 20:29:15 GMT 2024","Тесты на статьи пользователя","","",""
"","34","GET /comments","api","Tue Dec 17 20:29:18 GMT 2024","passed","Tue Dec 17 20:29:18 GMT 2024","Функциональные API тесты","","",""
