"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","GET /comments","api","Tue Dec 17 19:53:41 GMT 2024","passed","Tue Dec 17 19:53:41 GMT 2024","Функциональные API тесты","","",""
"","866","Успешная авторизация пользователя","chromium","Tue Dec 17 19:53:34 GMT 2024","passed","Tue Dec 17 19:53:35 GMT 2024","Тесты на профиль пользователя","","",""
"","677","Изменение имени пользователя","chromium","Tue Dec 17 19:53:33 GMT 2024","passed","Tue Dec 17 19:53:34 GMT 2024","Тесты на профиль пользователя","","",""
"","125","GET /posts","api","Tue Dec 17 19:53:40 GMT 2024","passed","Tue Dec 17 19:53:41 GMT 2024","Функциональные API тесты","","",""
"","760","Добавление фото пользователя","chromium","Tue Dec 17 19:53:32 GMT 2024","passed","Tue Dec 17 19:53:33 GMT 2024","Тесты на профиль пользователя","","",""
"","996","Проверка невозможности редактирования тега","chromium","Tue Dec 17 19:53:39 GMT 2024","passed","Tue Dec 17 19:53:40 GMT 2024","Тесты на статьи пользователя","","",""
"","32","POST /comments","api","Tue Dec 17 19:53:41 GMT 2024","passed","Tue Dec 17 19:53:41 GMT 2024","Функциональные API тесты","","",""
"","922","Публикация статьи пользователем","chromium","Tue Dec 17 19:53:36 GMT 2024","passed","Tue Dec 17 19:53:37 GMT 2024","Тесты на статьи пользователя","","",""
"","71","PUT /posts/1","api","Tue Dec 17 19:53:41 GMT 2024","passed","Tue Dec 17 19:53:41 GMT 2024","Функциональные API тесты","","",""
"","29","DELETE /posts/1","api","Tue Dec 17 19:53:41 GMT 2024","passed","Tue Dec 17 19:53:41 GMT 2024","Функциональные API тесты","","",""
"","645","Изменение email пользователя","chromium","Tue Dec 17 19:53:34 GMT 2024","passed","Tue Dec 17 19:53:34 GMT 2024","Тесты на профиль пользователя","","",""
"","1060","Редактирование названия статьи","chromium","Tue Dec 17 19:53:37 GMT 2024","passed","Tue Dec 17 19:53:38 GMT 2024","Тесты на статьи пользователя","","",""
"","680","Успешный выход из системы","chromium","Tue Dec 17 19:53:35 GMT 2024","passed","Tue Dec 17 19:53:36 GMT 2024","Тесты на профиль пользователя","","",""
"","41","POST /posts","api","Tue Dec 17 19:53:41 GMT 2024","passed","Tue Dec 17 19:53:41 GMT 2024","Функциональные API тесты","","",""
"","1447","Изменение Bio пользователя","chromium","Tue Dec 17 19:53:30 GMT 2024","passed","Tue Dec 17 19:53:32 GMT 2024","Тесты на профиль пользователя","","",""
"","1078","Редактирование текста статьи","chromium","Tue Dec 17 19:53:38 GMT 2024","passed","Tue Dec 17 19:53:39 GMT 2024","Тесты на статьи пользователя","","",""
