"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1211","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Mon Dec 16 22:45:45 GMT 2024","passed","Mon Dec 16 22:45:46 GMT 2024","Тесты на статьи пользователя","","",""
"","160","GET /posts","chromium","Mon Dec 16 22:45:34 GMT 2024","passed","Mon Dec 16 22:45:34 GMT 2024","Функциональные API тесты","","",""
"","30","GET /comments","chromium","Mon Dec 16 22:45:34 GMT 2024","passed","Mon Dec 16 22:45:34 GMT 2024","Функциональные API тесты","","",""
"","79","GET /posts","api","Mon Dec 16 22:45:47 GMT 2024","passed","Mon Dec 16 22:45:47 GMT 2024","Функциональные API тесты","","",""
"","858","Пользователь может изменить email","chromium","Mon Dec 16 22:45:39 GMT 2024","passed","Mon Dec 16 22:45:40 GMT 2024","Тесты на профиль пользователя","","",""
"","52","POST /comments","api","Mon Dec 16 22:45:47 GMT 2024","passed","Mon Dec 16 22:45:47 GMT 2024","Функциональные API тесты","","",""
"","1215","Пользователь может успешно авторизоваться","chromium","Mon Dec 16 22:45:40 GMT 2024","passed","Mon Dec 16 22:45:41 GMT 2024","Тесты на профиль пользователя","","",""
"","52","DELETE /posts/1","chromium","Mon Dec 16 22:45:35 GMT 2024","passed","Mon Dec 16 22:45:35 GMT 2024","Функциональные API тесты","","",""
"","1297","Пользователь редактирует текст статьи","chromium","Mon Dec 16 22:45:44 GMT 2024","passed","Mon Dec 16 22:45:45 GMT 2024","Тесты на статьи пользователя","","",""
"","112","PUT /posts/1","chromium","Mon Dec 16 22:45:35 GMT 2024","passed","Mon Dec 16 22:45:35 GMT 2024","Функциональные API тесты","","",""
"","780","Пользователь может успешно выйти из системы","chromium","Mon Dec 16 22:45:41 GMT 2024","passed","Mon Dec 16 22:45:42 GMT 2024","Тесты на профиль пользователя","","",""
"","47","DELETE /posts/1","api","Mon Dec 16 22:45:47 GMT 2024","passed","Mon Dec 16 22:45:47 GMT 2024","Функциональные API тесты","","",""
"","1297","Пользователь может изменить bio. Page Object - junior version","chromium","Mon Dec 16 22:45:35 GMT 2024","passed","Mon Dec 16 22:45:36 GMT 2024","Builder ","","",""
"","1042","Пользователь публикует статью","chromium","Mon Dec 16 22:45:42 GMT 2024","passed","Mon Dec 16 22:45:43 GMT 2024","Тесты на статьи пользователя","","",""
"","827","Пользователь может изменить имя","chromium","Mon Dec 16 22:45:38 GMT 2024","passed","Mon Dec 16 22:45:39 GMT 2024","Тесты на профиль пользователя","","",""
"","53","PUT /posts/1","api","Mon Dec 16 22:45:47 GMT 2024","passed","Mon Dec 16 22:45:47 GMT 2024","Функциональные API тесты","","",""
"","864","Пользователь может добавить фото","chromium","Mon Dec 16 22:45:37 GMT 2024","passed","Mon Dec 16 22:45:38 GMT 2024","Тесты на профиль пользователя","","",""
"","872","Пользователь может изменить Bio","chromium","Mon Dec 16 22:45:36 GMT 2024","passed","Mon Dec 16 22:45:37 GMT 2024","Тесты на профиль пользователя","","",""
"","105","POST /posts","api","Mon Dec 16 22:45:47 GMT 2024","passed","Mon Dec 16 22:45:47 GMT 2024","Функциональные API тесты","","",""
"","56","POST /comments","chromium","Mon Dec 16 22:45:34 GMT 2024","passed","Mon Dec 16 22:45:35 GMT 2024","Функциональные API тесты","","",""
"","1198","Пользователь редактирует название статьи","chromium","Mon Dec 16 22:45:43 GMT 2024","passed","Mon Dec 16 22:45:44 GMT 2024","Тесты на статьи пользователя","","",""
"","115","POST /posts","chromium","Mon Dec 16 22:45:34 GMT 2024","passed","Mon Dec 16 22:45:34 GMT 2024","Функциональные API тесты","","",""
"","35","GET /comments","api","Mon Dec 16 22:45:47 GMT 2024","passed","Mon Dec 16 22:45:47 GMT 2024","Функциональные API тесты","","",""
