"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","POST /comments","api","Tue Dec 17 20:09:20 GMT 2024","passed","Tue Dec 17 20:09:20 GMT 2024","Функциональные API тесты","","",""
"","1224","Изменение Bio пользователя","chromium","Tue Dec 17 20:09:10 GMT 2024","passed","Tue Dec 17 20:09:11 GMT 2024","Тесты на профиль пользователя","","",""
"","608","Успешный выход из системы","chromium","Tue Dec 17 20:09:14 GMT 2024","passed","Tue Dec 17 20:09:15 GMT 2024","Тесты на профиль пользователя","","",""
"","1145","Редактирование названия статьи","chromium","Tue Dec 17 20:09:16 GMT 2024","passed","Tue Dec 17 20:09:17 GMT 2024","Тесты на статьи пользователя","","",""
"","43","PUT /posts/1","api","Tue Dec 17 20:09:20 GMT 2024","passed","Tue Dec 17 20:09:20 GMT 2024","Функциональные API тесты","","",""
"","37","POST /posts","api","Tue Dec 17 20:09:20 GMT 2024","passed","Tue Dec 17 20:09:20 GMT 2024","Функциональные API тесты","","",""
"","30","DELETE /posts/1","api","Tue Dec 17 20:09:20 GMT 2024","passed","Tue Dec 17 20:09:20 GMT 2024","Функциональные API тесты","","",""
"","176","GET /posts","api","Tue Dec 17 20:09:20 GMT 2024","passed","Tue Dec 17 20:09:20 GMT 2024","Функциональные API тесты","","",""
"","1146","Проверка невозможности редактирования тега","chromium","Tue Dec 17 20:09:18 GMT 2024","passed","Tue Dec 17 20:09:19 GMT 2024","Тесты на статьи пользователя","","",""
"","819","Успешная авторизация пользователя","chromium","Tue Dec 17 20:09:13 GMT 2024","passed","Tue Dec 17 20:09:14 GMT 2024","Тесты на профиль пользователя","","",""
"","713","Изменение email пользователя","chromium","Tue Dec 17 20:09:13 GMT 2024","passed","Tue Dec 17 20:09:13 GMT 2024","Тесты на профиль пользователя","","",""
"","1012","Публикация статьи пользователем","chromium","Tue Dec 17 20:09:15 GMT 2024","passed","Tue Dec 17 20:09:16 GMT 2024","Тесты на статьи пользователя","","",""
"","744","Изменение имени пользователя","chromium","Tue Dec 17 20:09:12 GMT 2024","passed","Tue Dec 17 20:09:13 GMT 2024","Тесты на профиль пользователя","","",""
"","831","Добавление фото пользователя","chromium","Tue Dec 17 20:09:11 GMT 2024","passed","Tue Dec 17 20:09:12 GMT 2024","Тесты на профиль пользователя","","",""
"","1212","Редактирование текста статьи","chromium","Tue Dec 17 20:09:17 GMT 2024","passed","Tue Dec 17 20:09:18 GMT 2024","Тесты на статьи пользователя","","",""
"","36","GET /comments","api","Tue Dec 17 20:09:20 GMT 2024","passed","Tue Dec 17 20:09:20 GMT 2024","Функциональные API тесты","","",""
