"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","141","GET /posts","chromium","Mon Dec 16 21:42:08 GMT 2024","passed","Mon Dec 16 21:42:09 GMT 2024","Функциональные API тесты","","",""
"","109","POST /posts","chromium","Mon Dec 16 21:42:09 GMT 2024","passed","Mon Dec 16 21:42:09 GMT 2024","Функциональные API тесты","","",""
"","1056","Пользователь может изменить bio. Page Object - junior version","chromium","Mon Dec 16 21:42:09 GMT 2024","passed","Mon Dec 16 21:42:10 GMT 2024","Builder ","","",""
"","875","Пользователь может изменить email","chromium","Mon Dec 16 21:42:12 GMT 2024","passed","Mon Dec 16 21:42:13 GMT 2024","Тесты на профиль пользователя","","",""
"","121","POST /posts","api","Mon Dec 16 21:42:20 GMT 2024","passed","Mon Dec 16 21:42:21 GMT 2024","Функциональные API тесты","","",""
"","28","GET /comments","chromium","Mon Dec 16 21:42:09 GMT 2024","passed","Mon Dec 16 21:42:09 GMT 2024","Функциональные API тесты","","",""
"","810","Пользователь может изменить имя","chromium","Mon Dec 16 21:42:12 GMT 2024","passed","Mon Dec 16 21:42:12 GMT 2024","Тесты на профиль пользователя","","",""
"","775","Пользователь может успешно выйти из системы","chromium","Mon Dec 16 21:42:14 GMT 2024","passed","Mon Dec 16 21:42:15 GMT 2024","Тесты на профиль пользователя","","",""
"","55","POST /comments","chromium","Mon Dec 16 21:42:09 GMT 2024","passed","Mon Dec 16 21:42:09 GMT 2024","Функциональные API тесты","","",""
"","1204","Пользователь редактирует название статьи","chromium","Mon Dec 16 21:42:16 GMT 2024","passed","Mon Dec 16 21:42:17 GMT 2024","Тесты на статьи пользователя","","",""
"","1179","Пользователь редактирует текст статьи","chromium","Mon Dec 16 21:42:17 GMT 2024","passed","Mon Dec 16 21:42:19 GMT 2024","Тесты на статьи пользователя","","",""
"","57","DELETE /posts/1","api","Mon Dec 16 21:42:21 GMT 2024","passed","Mon Dec 16 21:42:21 GMT 2024","Функциональные API тесты","","",""
"","63","POST /comments","api","Mon Dec 16 21:42:21 GMT 2024","passed","Mon Dec 16 21:42:21 GMT 2024","Функциональные API тесты","","",""
"","1039","Пользователь публикует статью","chromium","Mon Dec 16 21:42:15 GMT 2024","passed","Mon Dec 16 21:42:16 GMT 2024","Тесты на статьи пользователя","","",""
"","121","PUT /posts/1","chromium","Mon Dec 16 21:42:09 GMT 2024","passed","Mon Dec 16 21:42:09 GMT 2024","Функциональные API тесты","","",""
"","1196","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Mon Dec 16 21:42:19 GMT 2024","passed","Mon Dec 16 21:42:20 GMT 2024","Тесты на статьи пользователя","","",""
"","32","GET /comments","api","Mon Dec 16 21:42:21 GMT 2024","passed","Mon Dec 16 21:42:21 GMT 2024","Функциональные API тесты","","",""
"","54","DELETE /posts/1","chromium","Mon Dec 16 21:42:09 GMT 2024","passed","Mon Dec 16 21:42:09 GMT 2024","Функциональные API тесты","","",""
"","953","Пользователь может успешно авторизоваться","chromium","Mon Dec 16 21:42:13 GMT 2024","passed","Mon Dec 16 21:42:14 GMT 2024","Тесты на профиль пользователя","","",""
"","780","Пользователь может добавить фото","chromium","Mon Dec 16 21:42:11 GMT 2024","passed","Mon Dec 16 21:42:12 GMT 2024","Тесты на профиль пользователя","","",""
"","51","PUT /posts/1","api","Mon Dec 16 21:42:21 GMT 2024","passed","Mon Dec 16 21:42:21 GMT 2024","Функциональные API тесты","","",""
"","90","GET /posts","api","Mon Dec 16 21:42:20 GMT 2024","passed","Mon Dec 16 21:42:20 GMT 2024","Функциональные API тесты","","",""
"","790","Пользователь может изменить Bio","chromium","Mon Dec 16 21:42:10 GMT 2024","passed","Mon Dec 16 21:42:11 GMT 2024","Тесты на профиль пользователя","","",""
