"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","169","GET /posts","api","Tue Dec 17 19:31:36 GMT 2024","passed","Tue Dec 17 19:31:36 GMT 2024","Функциональные API тесты","","",""
"","744","Изменение имени пользователя","chromium","Tue Dec 17 19:31:28 GMT 2024","passed","Tue Dec 17 19:31:29 GMT 2024","Тесты на профиль пользователя","","",""
"","40","POST /comments","api","Tue Dec 17 19:31:36 GMT 2024","passed","Tue Dec 17 19:31:36 GMT 2024","Функциональные API тесты","","",""
"","1616","Изменение Bio пользователя","chromium","Tue Dec 17 19:31:25 GMT 2024","passed","Tue Dec 17 19:31:27 GMT 2024","Тесты на профиль пользователя","","",""
"","934","Успешная авторизация пользователя","chromium","Tue Dec 17 19:31:29 GMT 2024","passed","Tue Dec 17 19:31:30 GMT 2024","Тесты на профиль пользователя","","",""
"","32","GET /comments","api","Tue Dec 17 19:31:36 GMT 2024","passed","Tue Dec 17 19:31:36 GMT 2024","Функциональные API тесты","","",""
"","679","Успешный выход из системы","chromium","Tue Dec 17 19:31:30 GMT 2024","passed","Tue Dec 17 19:31:31 GMT 2024","Тесты на профиль пользователя","","",""
"","1061","Проверка невозможности редактирования тега","chromium","Tue Dec 17 19:31:34 GMT 2024","passed","Tue Dec 17 19:31:35 GMT 2024","Тесты на статьи пользователя","","",""
"","1184","Редактирование названия статьи","chromium","Tue Dec 17 19:31:32 GMT 2024","passed","Tue Dec 17 19:31:33 GMT 2024","Тесты на статьи пользователя","","",""
"","29","DELETE /posts/1","api","Tue Dec 17 19:31:36 GMT 2024","passed","Tue Dec 17 19:31:36 GMT 2024","Функциональные API тесты","","",""
"","845","Добавление фото пользователя","chromium","Tue Dec 17 19:31:27 GMT 2024","passed","Tue Dec 17 19:31:28 GMT 2024","Тесты на профиль пользователя","","",""
"","38","POST /posts","api","Tue Dec 17 19:31:36 GMT 2024","passed","Tue Dec 17 19:31:36 GMT 2024","Функциональные API тесты","","",""
"","845","Изменение email пользователя","chromium","Tue Dec 17 19:31:29 GMT 2024","passed","Tue Dec 17 19:31:29 GMT 2024","Тесты на профиль пользователя","","",""
"","983","Публикация статьи пользователем","chromium","Tue Dec 17 19:31:31 GMT 2024","passed","Tue Dec 17 19:31:32 GMT 2024","Тесты на статьи пользователя","","",""
"","1142","Редактирование текста статьи","chromium","Tue Dec 17 19:31:33 GMT 2024","passed","Tue Dec 17 19:31:34 GMT 2024","Тесты на статьи пользователя","","",""
"","44","PUT /posts/1","api","Tue Dec 17 19:31:36 GMT 2024","passed","Tue Dec 17 19:31:36 GMT 2024","Функциональные API тесты","","",""
