"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1047","Изменение Bio пользователя","chromium","Tue Dec 17 20:36:26 GMT 2024","passed","Tue Dec 17 20:36:27 GMT 2024","Тесты на профиль пользователя","","",""
"","134","GET /posts","api","Tue Dec 17 20:36:36 GMT 2024","passed","Tue Dec 17 20:36:36 GMT 2024","Функциональные API тесты","","",""
"","1028","Проверка невозможности редактирования тега","chromium","Tue Dec 17 20:36:34 GMT 2024","passed","Tue Dec 17 20:36:35 GMT 2024","Тесты на статьи пользователя","","",""
"","1026","Редактирование текста статьи","chromium","Tue Dec 17 20:36:33 GMT 2024","passed","Tue Dec 17 20:36:34 GMT 2024","Тесты на статьи пользователя","","",""
"","50","POST /posts","api","Tue Dec 17 20:36:36 GMT 2024","passed","Tue Dec 17 20:36:36 GMT 2024","Функциональные API тесты","","",""
"","887","Публикация статьи пользователем","chromium","Tue Dec 17 20:36:31 GMT 2024","passed","Tue Dec 17 20:36:32 GMT 2024","Тесты на статьи пользователя","","",""
"","1065","Редактирование названия статьи","chromium","Tue Dec 17 20:36:32 GMT 2024","passed","Tue Dec 17 20:36:33 GMT 2024","Тесты на статьи пользователя","","",""
"","32","DELETE /posts/1","api","Tue Dec 17 20:36:36 GMT 2024","passed","Tue Dec 17 20:36:36 GMT 2024","Функциональные API тесты","","",""
"","694","Изменение имени пользователя","chromium","Tue Dec 17 20:36:28 GMT 2024","passed","Tue Dec 17 20:36:29 GMT 2024","Тесты на профиль пользователя","","",""
"","775","Добавление фото пользователя","chromium","Tue Dec 17 20:36:27 GMT 2024","passed","Tue Dec 17 20:36:28 GMT 2024","Тесты на профиль пользователя","","",""
"","33","GET /comments","api","Tue Dec 17 20:36:36 GMT 2024","passed","Tue Dec 17 20:36:36 GMT 2024","Функциональные API тесты","","",""
"","813","Изменение email пользователя","chromium","Tue Dec 17 20:36:29 GMT 2024","passed","Tue Dec 17 20:36:30 GMT 2024","Тесты на профиль пользователя","","",""
"","65","PUT /posts/1","api","Tue Dec 17 20:36:36 GMT 2024","passed","Tue Dec 17 20:36:36 GMT 2024","Функциональные API тесты","","",""
"","679","Успешный выход из системы","chromium","Tue Dec 17 20:36:30 GMT 2024","passed","Tue Dec 17 20:36:31 GMT 2024","Тесты на профиль пользователя","","",""
"","36","POST /comments","api","Tue Dec 17 20:36:36 GMT 2024","passed","Tue Dec 17 20:36:36 GMT 2024","Функциональные API тесты","","",""
"","797","Успешная авторизация пользователя","chromium","Tue Dec 17 20:36:30 GMT 2024","passed","Tue Dec 17 20:36:30 GMT 2024","Тесты на профиль пользователя","","",""
