"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2498","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Sat Dec 14 16:34:31 GMT 2024","passed","Sat Dec 14 16:34:34 GMT 2024","Тесты на статьи пользователя","","",""
"","2202","Пользователь может изменить bio","chromium","Sat Dec 14 16:34:28 GMT 2024","passed","Sat Dec 14 16:34:30 GMT 2024","Тесты на профиль пользователя","","",""
"","1214","Пользователь может добавить фото","chromium","Mon Dec 16 20:47:38 GMT 2024","passed","Mon Dec 16 20:47:39 GMT 2024","Тесты на профиль пользователя","","",""
"","1879","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Mon Dec 16 20:48:21 GMT 2024","passed","Mon Dec 16 20:48:23 GMT 2024","Тесты на статьи пользователя","","",""
"","1488","Пользователь может изменить имя","chromium","Mon Dec 16 20:48:09 GMT 2024","passed","Mon Dec 16 20:48:11 GMT 2024","Тесты на профиль пользователя","","",""
"","2537","Пользователь редактирует текст статьи","chromium","Sat Dec 14 16:34:31 GMT 2024","passed","Sat Dec 14 16:34:34 GMT 2024","Тесты на статьи пользователя","","",""
"","1652","Пользователь публикует статью","chromium","Mon Dec 16 20:48:15 GMT 2024","passed","Mon Dec 16 20:48:17 GMT 2024","Тесты на статьи пользователя","","",""
"","2206","Пользователь может добавить фото","chromium","Sat Dec 14 16:34:28 GMT 2024","passed","Sat Dec 14 16:34:30 GMT 2024","Тесты на профиль пользователя","","",""
"","1293","Пользователь может изменить email","chromium","Mon Dec 16 20:48:11 GMT 2024","passed","Mon Dec 16 20:48:12 GMT 2024","Тесты на профиль пользователя","","",""
"","1945","Пользователь редактирует текст статьи","chromium","Mon Dec 16 20:48:19 GMT 2024","passed","Mon Dec 16 20:48:21 GMT 2024","Тесты на статьи пользователя","","",""
"","97","GET /posts","chromium","Mon Dec 16 20:47:34 GMT 2024","passed","Mon Dec 16 20:47:34 GMT 2024","Функциональные API тесты","","",""
"","2538","Пользователь редактирует название статьи","chromium","Sat Dec 14 16:34:31 GMT 2024","passed","Sat Dec 14 16:34:34 GMT 2024","Тесты на статьи пользователя","","",""
"","1273","Пользователь может изменить Bio","chromium","Mon Dec 16 20:47:36 GMT 2024","passed","Mon Dec 16 20:47:38 GMT 2024","Тесты на профиль пользователя","","",""
"","2180","Пользователь может изменить имя","chromium","Sat Dec 14 16:34:28 GMT 2024","passed","Sat Dec 14 16:34:30 GMT 2024","Тесты на профиль пользователя","","",""
"","238","PUT /posts/1","chromium","Mon Dec 16 20:47:34 GMT 2024","passed","Mon Dec 16 20:47:35 GMT 2024","Функциональные API тесты","","",""
"","1983","Пользователь редактирует название статьи","chromium","Mon Dec 16 20:48:17 GMT 2024","passed","Mon Dec 16 20:48:19 GMT 2024","Тесты на статьи пользователя","","",""
"","25","GET /comments","chromium","Mon Dec 16 20:47:34 GMT 2024","passed","Mon Dec 16 20:47:34 GMT 2024","Функциональные API тесты","","",""
"","1168","Пользователь может успешно выйти из системы","chromium","Mon Dec 16 20:48:14 GMT 2024","passed","Mon Dec 16 20:48:15 GMT 2024","Тесты на профиль пользователя","","",""
"","109","POST /posts","chromium","Mon Dec 16 20:47:34 GMT 2024","passed","Mon Dec 16 20:47:34 GMT 2024","Функциональные API тесты","","",""
"","2205","Пользователь может изменить email","chromium","Sat Dec 14 16:34:28 GMT 2024","passed","Sat Dec 14 16:34:31 GMT 2024","Тесты на профиль пользователя","","",""
"","1347","Пользователь может изменить bio. Page Object - junior version","chromium","Mon Dec 16 20:47:35 GMT 2024","passed","Mon Dec 16 20:47:36 GMT 2024","Builder ","","",""
"","92","DELETE /posts/1","chromium","Mon Dec 16 20:47:35 GMT 2024","passed","Mon Dec 16 20:47:35 GMT 2024","Функциональные API тесты","","",""
"","1563","Пользователь может успешно авторизоваться","chromium","Mon Dec 16 20:48:12 GMT 2024","passed","Mon Dec 16 20:48:14 GMT 2024","Тесты на профиль пользователя","","",""
"","95","POST /comments","chromium","Mon Dec 16 20:47:34 GMT 2024","passed","Mon Dec 16 20:47:34 GMT 2024","Функциональные API тесты","","",""
"","2192","Пользователь публикует статью","chromium","Sat Dec 14 16:34:31 GMT 2024","passed","Sat Dec 14 16:34:33 GMT 2024","Тесты на статьи пользователя","","",""
