"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","776","Изменение имени пользователя","chromium","Tue Dec 17 19:44:15 GMT 2024","passed","Tue Dec 17 19:44:15 GMT 2024","Тесты на профиль пользователя","","",""
"","31","DELETE /posts/1","api","Tue Dec 17 19:44:23 GMT 2024","passed","Tue Dec 17 19:44:23 GMT 2024","Функциональные API тесты","","",""
"","948","Успешная авторизация пользователя","chromium","Tue Dec 17 19:44:16 GMT 2024","passed","Tue Dec 17 19:44:17 GMT 2024","Тесты на профиль пользователя","","",""
"","836","Добавление фото пользователя","chromium","Tue Dec 17 19:44:14 GMT 2024","passed","Tue Dec 17 19:44:15 GMT 2024","Тесты на профиль пользователя","","",""
"","45","POST /posts","api","Tue Dec 17 19:44:23 GMT 2024","passed","Tue Dec 17 19:44:23 GMT 2024","Функциональные API тесты","","",""
"","58","PUT /posts/1","api","Tue Dec 17 19:44:23 GMT 2024","passed","Tue Dec 17 19:44:23 GMT 2024","Функциональные API тесты","","",""
"","1191","Редактирование текста статьи","chromium","Tue Dec 17 19:44:20 GMT 2024","passed","Tue Dec 17 19:44:21 GMT 2024","Тесты на статьи пользователя","","",""
"","30","GET /comments","api","Tue Dec 17 19:44:23 GMT 2024","passed","Tue Dec 17 19:44:23 GMT 2024","Функциональные API тесты","","",""
"","42","POST /comments","api","Tue Dec 17 19:44:23 GMT 2024","passed","Tue Dec 17 19:44:23 GMT 2024","Функциональные API тесты","","",""
"","795","Изменение email пользователя","chromium","Tue Dec 17 19:44:15 GMT 2024","passed","Tue Dec 17 19:44:16 GMT 2024","Тесты на профиль пользователя","","",""
"","110","GET /posts","api","Tue Dec 17 19:44:23 GMT 2024","passed","Tue Dec 17 19:44:23 GMT 2024","Функциональные API тесты","","",""
"","728","Успешный выход из системы","chromium","Tue Dec 17 19:44:17 GMT 2024","passed","Tue Dec 17 19:44:18 GMT 2024","Тесты на профиль пользователя","","",""
"","1348","Изменение Bio пользователя","chromium","Tue Dec 17 19:44:12 GMT 2024","passed","Tue Dec 17 19:44:14 GMT 2024","Тесты на профиль пользователя","","",""
"","1114","Проверка невозможности редактирования тега","chromium","Tue Dec 17 19:44:21 GMT 2024","passed","Tue Dec 17 19:44:22 GMT 2024","Тесты на статьи пользователя","","",""
"","1210","Редактирование названия статьи","chromium","Tue Dec 17 19:44:19 GMT 2024","passed","Tue Dec 17 19:44:20 GMT 2024","Тесты на статьи пользователя","","",""
"","971","Публикация статьи пользователем","chromium","Tue Dec 17 19:44:18 GMT 2024","passed","Tue Dec 17 19:44:19 GMT 2024","Тесты на статьи пользователя","","",""
