"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","259","DELETE /posts/1","api","Tue Dec 17 19:38:10 GMT 2024","passed","Tue Dec 17 19:38:10 GMT 2024","Функциональные API тесты","","",""
"","1234","Добавление фото пользователя","chromium","Tue Dec 17 19:37:54 GMT 2024","passed","Tue Dec 17 19:37:55 GMT 2024","Тесты на профиль пользователя","","",""
"","1995","Проверка невозможности редактирования тега","chromium","Tue Dec 17 19:38:07 GMT 2024","passed","Tue Dec 17 19:38:09 GMT 2024","Тесты на статьи пользователя","","",""
"","1246","Изменение email пользователя","chromium","Tue Dec 17 19:37:57 GMT 2024","passed","Tue Dec 17 19:37:58 GMT 2024","Тесты на профиль пользователя","","",""
"","1294","Изменение имени пользователя","chromium","Tue Dec 17 19:37:55 GMT 2024","passed","Tue Dec 17 19:37:57 GMT 2024","Тесты на профиль пользователя","","",""
"","266","POST /posts","api","Tue Dec 17 19:38:09 GMT 2024","passed","Tue Dec 17 19:38:10 GMT 2024","Функциональные API тесты","","",""
"","1857","Публикация статьи пользователем","chromium","Tue Dec 17 19:38:01 GMT 2024","passed","Tue Dec 17 19:38:03 GMT 2024","Тесты на статьи пользователя","","",""
"","1978","Редактирование текста статьи","chromium","Tue Dec 17 19:38:05 GMT 2024","passed","Tue Dec 17 19:38:07 GMT 2024","Тесты на статьи пользователя","","",""
"","1498","Изменение Bio пользователя","chromium","Tue Dec 17 19:37:53 GMT 2024","passed","Tue Dec 17 19:37:54 GMT 2024","Тесты на профиль пользователя","","",""
"","115","POST /comments","api","Tue Dec 17 19:38:10 GMT 2024","passed","Tue Dec 17 19:38:10 GMT 2024","Функциональные API тесты","","",""
"","279","PUT /posts/1","api","Tue Dec 17 19:38:10 GMT 2024","passed","Tue Dec 17 19:38:10 GMT 2024","Функциональные API тесты","","",""
"","1632","Успешная авторизация пользователя","chromium","Tue Dec 17 19:37:58 GMT 2024","passed","Tue Dec 17 19:38:00 GMT 2024","Тесты на профиль пользователя","","",""
"","143","GET /posts","api","Tue Dec 17 19:38:09 GMT 2024","passed","Tue Dec 17 19:38:09 GMT 2024","Функциональные API тесты","","",""
"","1244","Успешный выход из системы","chromium","Tue Dec 17 19:38:00 GMT 2024","passed","Tue Dec 17 19:38:01 GMT 2024","Тесты на профиль пользователя","","",""
"","1968","Редактирование названия статьи","chromium","Tue Dec 17 19:38:03 GMT 2024","passed","Tue Dec 17 19:38:05 GMT 2024","Тесты на статьи пользователя","","",""
"","30","GET /comments","api","Tue Dec 17 19:38:10 GMT 2024","passed","Tue Dec 17 19:38:10 GMT 2024","Функциональные API тесты","","",""
