"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","86","GET /posts","api","Mon Dec 16 22:46:12 GMT 2024","passed","Mon Dec 16 22:46:12 GMT 2024","Функциональные API тесты","","",""
"","120","PUT /posts/1","chromium","Mon Dec 16 22:46:01 GMT 2024","passed","Mon Dec 16 22:46:01 GMT 2024","Функциональные API тесты","","",""
"","893","Пользователь может изменить email","chromium","Mon Dec 16 22:46:04 GMT 2024","passed","Mon Dec 16 22:46:05 GMT 2024","Тесты на профиль пользователя","","",""
"","908","Пользователь может изменить имя","chromium","Mon Dec 16 22:46:03 GMT 2024","passed","Mon Dec 16 22:46:04 GMT 2024","Тесты на профиль пользователя","","",""
"","46","DELETE /posts/1","api","Mon Dec 16 22:46:13 GMT 2024","passed","Mon Dec 16 22:46:13 GMT 2024","Функциональные API тесты","","",""
"","1068","Пользователь публикует статью","chromium","Mon Dec 16 22:46:07 GMT 2024","passed","Mon Dec 16 22:46:08 GMT 2024","Тесты на статьи пользователя","","",""
"","1016","Пользователь может успешно авторизоваться","chromium","Mon Dec 16 22:46:05 GMT 2024","passed","Mon Dec 16 22:46:06 GMT 2024","Тесты на профиль пользователя","","",""
"","908","Пользователь может добавить фото","chromium","Mon Dec 16 22:46:02 GMT 2024","passed","Mon Dec 16 22:46:03 GMT 2024","Тесты на профиль пользователя","","",""
"","836","Пользователь может успешно выйти из системы","chromium","Mon Dec 16 22:46:06 GMT 2024","passed","Mon Dec 16 22:46:07 GMT 2024","Тесты на профиль пользователя","","",""
"","30","GET /comments","api","Mon Dec 16 22:46:12 GMT 2024","passed","Mon Dec 16 22:46:12 GMT 2024","Функциональные API тесты","","",""
"","28","GET /comments","chromium","Mon Dec 16 22:46:01 GMT 2024","passed","Mon Dec 16 22:46:01 GMT 2024","Функциональные API тесты","","",""
"","139","GET /posts","chromium","Mon Dec 16 22:46:00 GMT 2024","passed","Mon Dec 16 22:46:00 GMT 2024","Функциональные API тесты","","",""
"","107","PUT /posts/1","api","Mon Dec 16 22:46:12 GMT 2024","passed","Mon Dec 16 22:46:13 GMT 2024","Функциональные API тесты","","",""
"","55","DELETE /posts/1","chromium","Mon Dec 16 22:46:01 GMT 2024","passed","Mon Dec 16 22:46:01 GMT 2024","Функциональные API тесты","","",""
"","58","POST /comments","chromium","Mon Dec 16 22:46:01 GMT 2024","passed","Mon Dec 16 22:46:01 GMT 2024","Функциональные API тесты","","",""
"","115","POST /posts","chromium","Mon Dec 16 22:46:00 GMT 2024","passed","Mon Dec 16 22:46:01 GMT 2024","Функциональные API тесты","","",""
"","1298","Пользователь редактирует название статьи","chromium","Mon Dec 16 22:46:08 GMT 2024","passed","Mon Dec 16 22:46:09 GMT 2024","Тесты на статьи пользователя","","",""
"","1177","Проверка того, что невозможно отредактировать тег (после изменения остается старый тег)","chromium","Mon Dec 16 22:46:10 GMT 2024","passed","Mon Dec 16 22:46:12 GMT 2024","Тесты на статьи пользователя","","",""
"","94","POST /posts","api","Mon Dec 16 22:46:12 GMT 2024","passed","Mon Dec 16 22:46:12 GMT 2024","Функциональные API тесты","","",""
"","1214","Пользователь может изменить Bio","chromium","Mon Dec 16 22:46:01 GMT 2024","passed","Mon Dec 16 22:46:02 GMT 2024","Тесты на профиль пользователя","","",""
"","51","POST /comments","api","Mon Dec 16 22:46:12 GMT 2024","passed","Mon Dec 16 22:46:12 GMT 2024","Функциональные API тесты","","",""
"","1230","Пользователь редактирует текст статьи","chromium","Mon Dec 16 22:46:09 GMT 2024","passed","Mon Dec 16 22:46:10 GMT 2024","Тесты на статьи пользователя","","",""
